SearchID,Speaker,LeftContext,Codes,RightContext,City
905,btamp2,0412 pas personnelle,312,ment puisque1422 j'ai pas d'e/ d'experience0412 d,Tournai
906,btamp2,1112 ne0112 m'occupe,412, pas personnelle0312ment puisque1422 j'ai pas d'e/,Tournai
907,btamp2,kine dont je1112 ne,112, m'occupe0412 pas personnelle0312ment puisque1422,Tournai
908,btamp2,14 euh kine dont je,1112, ne0112 m'occupe0412 pas personnelle0312ment puisq,Tournai
909,btamp2, tout le0112 travail,414, euh kine dont je1112 ne0112 m'occupe0412 pas per,Tournai
910,btamp2,oute0414 euh tout le,112, travail0414 euh kine dont je1112 ne0112 m'occupe,Tournai
911,btamp2,llale0312ment toute,414, euh tout le0112 travail0414 euh kine dont je1112,Tournai
912,btamp2,pe aussi parallale,312,ment toute0414 euh tout le0112 travail0414 euh kin,Tournai
913,btamp2,kine ben on a deve,312,loppe aussi parallale0312ment toute0414 euh tout,Tournai
914,btamp2,it mes etude041s de,1122, kine ben on a deve0312loppe aussi parallale03,Tournai
915,btamp2,T: Et puis bon comme,412, j'avais aussi fait mes etude041s de1122 kine be,Tournai
916,btamp2, une0412 gymnastique,411," un peu adaptee euh, euh dans, dans un milieu dif",Tournai
917,btamp2,uisque1422 c'est une,412," gymnastique0411 un peu adaptee euh, euh dans, da",Tournai
918,btamp2,de0421s hein puisque,1422, c'est une0412 gymnastique0411 un peu adaptee euh,Tournai
919,btamp2,"dans, dans mes corde",421,s hein puisque1422 c'est une0412 gymnastique0411 u,Tournai
920,btamp2,13 l'aquagym puisque,1422," aa c'etait aussi dans, dans mes corde0421s hein",Tournai
921,btamp2,oppe aussi c'est le,1113," l'aquagym puisque1422 aa c'etait aussi dans, da",Tournai
922,btamp2,ai pas mal0412 deve,312,loppe aussi c'est le1113 l'aquagym puisque1422 a,Tournai
923,btamp2,que0112 j'ai pas mal,412, deve0312loppe aussi c'est le1113 l'aquagym puis,Tournai
924,btamp2,1 et euh ce1132 que,112, j'ai pas mal0412 deve0312loppe aussi c'est le11,Tournai
925,btamp2,natal0411 et euh ce,1132, que0112 j'ai pas mal0412 deve0312loppe aussi c',Tournai
926,btamp2,est (XX).> postnatal,411, et euh ce1132 que0112 j'ai pas mal0412 deve0312,Tournai
927,btamp2,atal0411 automatique,312,ment euh postnatal0411,Tournai
928,btamp2,c0414 euh prenatal,411, automatique0312ment euh,Tournai
929,btamp2,BT: Donc,414, euh prenatal0411 automatique0312ment euh,Tournai
930,btamp2,ail0411 en prenatal,413,0,Tournai
931,btamp2,2 les le1112 travail,411, en prenatal0413.,Tournai
932,btamp2,0412 pour0412 les le,1112, travail0411 en prenatal0413.,Tournai
933,btamp2,de0212mande0412 pour,412, les le1112 travail0411 en prenatal0413.,Tournai
934,btamp2,on a eu de0112 la de,212,mande0412 pour0412 les le1112 travail0411 en pren,Tournai
935,btamp2,e0112 la de0212mande,412, pour0412 les le1112 travail0411 en prenatal0413.,Tournai
936,btamp2,411 aussi on a eu de,112, la de0212mande0412 pour0412 les le1112 travail041,Tournai
937,btamp2,bes puis tras vite,411, aussi on a eu de0112 la de0212mande0412 pour0412,Tournai
938,btamp2,on pour0412 les pour,412, les bebes puis tras vite0411 aussi on a eu de0,Tournai
939,btamp2,de1122 natation pour,412, les pour0412 les bebes puis tras vite0411 auss,Tournai
940,btamp2,412 les cour0412s de,1122, natation pour0412 les pour0412 les bebes puis t,Tournai
941,btamp2,e avec0412 les cour,412,s de1122 natation pour0412 les pour0412 les bebe,Tournai
942,btanh1, est picar0412d pour,411," elle euh aa enfin a/ , elle0411 aime0412 pas du",Tournai
943,btanh1,ce0112 qui est picar,412,"d pour0411 elle euh aa enfin a/ , elle0411 aime0",Tournai
944,btanh1,"BT: Tout, tout ce",112, qui est picar0412d pour0411 elle euh aa enfin a,Tournai
945,btanh1,es Ardenne0412s donc,413, euh.,Tournai
946,btanh1,ir0412 mais ma mare,411, est des Ardenne0412s donc0413 euh.,Tournai
947,btanh1,0411 est des Ardenne,412,s donc0413 euh.,Tournai
948,btanh1,11 ouais c'est clair,412, mais ma mare0411 est des Ardenne0412s donc0413 e,Tournai
949,btanh1,ant.> le1132 terroir,411, ouais c'est clair0412 mais ma mare0411 est des A,Tournai
950,btanh1,: C'est marrant.> le,1132, terroir0411 ouais c'est clair0412 mais ma mare04,Tournai
951,btanh1,lui aa lui rappelle,414, euh le1132 terroir0411 ouais,Tournai
952,btanh1,1 il aime0411 encore,412, bien aa lui aa lui rappelle0414 euh,Tournai
953,btanh1,on pare0411 il aime,411, encore0412 bien aa lui aa lui rappelle0414 euh,Tournai
954,btanh1,eve) mais mon pare,411, il aime0411 encore0412 bien aa lui aa lui rappe,Tournai
955,btanh1,12 aa d'un vulgaire,411, (acheve) mais mon pare0411 il aime0411 encore04,Tournai
956,btanh1, aa elle0412 trouve,412, aa d'un vulgaire0411 (acheve) mais mon pare041,Tournai
957,btanh1, trouve0412 aa elle,412, trouve0412 aa d'un vulgaire0411 (acheve) mais m,Tournai
958,btanh1,0411 elle0412 trouve,412, aa elle0412 trouve0412 aa d'un vulgaire0411 (ac,Tournai
959,btanh1,ournai donc0411 elle,412, trouve0412 aa elle0412 trouve0412 aa d'un vulga,Tournai
960,btanh1, de0112 Tournai donc,411, elle0412 trouve0412 aa elle0412 trouve0412 aa d,Tournai
961,btanh1,BT: Ben ma mare,411, est pas de0112 Tournai donc0411 elle0412 trouve04,Tournai
962,btanh1,mare0411 est pas de,112, Tournai donc0411 elle0412 trouve0412 aa elle0412,Tournai
963,btanh1,pas picar0411d entre,421, eux,Tournai
964,btanh1, parlaient pas picar,411,d entre0421 eux,Tournai
965,btanh1,je0112 f/ non ils ne,112, parlaient pas picar0411d entre0421 eux,Tournai
966,btanh1,"BT: Euh non, non je",112, f/ non ils ne0112 parlaient pas picar0411d entre0,Tournai
967,btanh1,rends sans problame,413,,Tournai
968,btanh1,12 peux l/ je1132 le,112, comprends sans problame0413,Tournai
969,btanh1,22 picar0411d oui je,112, peux l/ je1132 le0112 comprends sans problame041,Tournai
970,btanh1,ui je0112 peux l/ je,1132, le0112 comprends sans problame0413,Tournai
971,btanh1,d0452re le1122 picar,411,d oui je0112 peux l/ je1132 le0112 comprends sans,Tournai
972,btanh1,T: Comprend0452re le,1122, picar0411d oui je0112 peux l/ je1132 le0112 compr,Tournai
973,btanh1,BT: Comprend,452,re le1122 picar0411d oui je0112 peux l/ je1132 le0,Tournai
974,btanh1,0112 parle0422 picar,414,d euh mais.,Tournai
975,btanh1, dire0412 que1122 je,112, parle0422 picar0414d euh mais.,Tournai
976,btanh1,que1122 je0112 parle,422, picar0414d euh mais.,Tournai
977,btanh1,eux pas dire0412 que,1122, je0112 parle0422 picar0414d euh mais.,Tournai
978,btanh1,je0132 peux pas dire,412, que1122 je0112 parle0422 picar0414d euh mais.,Tournai
979,btanh1,hose0412 quoi euh je,132, peux pas dire0412 que1122 je0112 parle0422 picar0,Tournai
980,btanh1,,412, quoi euh je0132 peux pas dire0412 que1122 je0112,Tournai
981,btanh1,plus invente qu'aut,452,re chose0412 quoi euh je0132 peux pas dire0412 que,Tournai
982,btanh1,rle0421 un peu picar,412,"d pour0412 rigoler mais non euh c'est, c'est plus",Tournai
983,btanh1, peu picar0412d pour,412," rigoler mais non euh c'est, c'est plus euh c'est",Tournai
984,btanh1,s ici avec0412 Steph,413, euh. On parle0421 un peu picar0412d pour0412 rigo,Tournai
985,btanh1,ph0413 euh. On parle,421, un peu picar0412d pour0412 rigoler mais non euh c,Tournai
986,btanh1,BT: temps ici avec,412, Steph0413 euh. On parle0421 un peu picar0412d pou,Tournai
987,btanh1,0112 parle0422 picar,413,d.,Tournai
989,btanh1,que1122 je0112 parle,422, picar0413d.,Tournai
990,btanh1, dire0412 que1122 je,112, parle0422 picar0413d.,Tournai
991,btanh1,eux pas dire0412 que,1122, je0112 parle0422 picar0413d.,Tournai
992,btanh1,je0112 peux pas dire,412, que1122 je0112 parle0422 picar0413d.,Tournai
993,btanh1,icar0414d euh non je,112, peux pas dire0412 que1122 je0112 parle0422 picar0,Tournai
994,btanh1, parler le0112 picar,414,d euh non je0112 peux pas dire0412 que1122 je0112,Tournai
995,btanh1, le1122 patois picar,413,d,Tournai
996,btanh1,BT: Euh parler le,112, picar0414d euh non je0112 peux pas dire0412 que11,Tournai
997,btanh1,Le1132 picar0412d le,1122, patois picar0413d,Tournai
998,btanh1,BT: Le,1132, picar0412d le1122 patois picar0413d,Tournai
999,btanh1,BT: Le1132 picar,412,d le1122 patois picar0413d,Tournai
1001,btanh1,21 avec0412 la ville,413,0,Tournai
1002,btanh1,bon contact0421 avec,412, la ville0413.,Tournai
1003,btanh1,"1133, un bon contact",421, avec0412 la ville0413.,Tournai
1004,btanh1,ire) le0132 folklore,412, les traditions tout aa euh.,Tournai
1005,btanh1,"BT: Ah non ouais, je",1133,", un bon contact0421 avec0412 la ville0413.",Tournai
1006,btanh1," Ouais, ouais euh je",1133," s/ , bien euh (E: rire) le0132 folklore0412 les t",Tournai
1007,btanh1,ien euh (E: rire) le,132, folklore0412 les traditions tout aa euh.,Tournai
1008,btanh1,aite0312ment bien de,212,dans.>,Tournai
1009,btanh1,me0112 sens parfaite,312,ment bien de0212dans.>,Tournai
1010,btanh1,,1122, me0112 sens parfaite0312ment bien de0212dans.>,Tournai
1011,btanh1, ville0412 je1122 me,112, sens parfaite0312ment bien de0212dans.>,Tournai
1012,btanh1,J'apprecie ma ville,412, je1122 me0112 sens parfaite0312ment bien de0212da,Tournai
1013,btanh1,oux numero quarante,312,#NAME?,Tournai
1014,btanh1, quarante0312quatre,423,,Tournai
1015,btanh1,ce0412 Victor0412 De,1222,roux numero quarante0312quatre0423,Tournai
1016,btanh1,"ai, place0412 Victor",412, De1222roux numero quarante0312quatre0423,Tournai
1017,btanh1,"11 a Tournai, place",412, Victor0412 De1222roux numero quarante0312quatre,Tournai
1018,btanh1,n travaille0411 avec,412, mon papa.,Tournai
1019,btanh1,BT: J'habite,411," a Tournai, place0412 Victor0412 De1222roux nume",Tournai
1020,btanh1,t ma maman travaille,411, avec0412 mon papa.,Tournai
1021,btanh1,Mon papa est notaire,411, et ma maman travaille0411 avec0412 mon papa.,Tournai
1022,btanh1,atsUnis pour0412 le,1122, moment.,Tournai
1023,btanh1, aux EtatsUnis pour,412, le1122 moment.,Tournai
1024,btanh1,1 est elle0412 passe,411, un an euh a l'etranger elle0411 est aux EtatsU,Tournai
1025,btanh1, a l'etranger elle,411, est aux EtatsUnis pour0412 le1122 moment.,Tournai
1026,btanh1,f/ elle0411 est elle,412, passe0411 un an euh a l'etranger elle0411 est a,Tournai
1027,btanh1,Ben elle0412 f/ elle,411, est elle0412 passe0411 un an euh a l'etranger e,Tournai
1028,btanh1,BT: Ben elle,412, f/ elle0411 est elle0412 passe0411 un an euh a l,Tournai
1029,btanh1,i l'annee derniare,413,0,Tournai
1030,btanh1,BT: Euh non elle,411, a fini l'annee derniare0413.,Tournai
1031,btanh1,"0412 qui a, dixhuit",411, ans.,Tournai
1032,btanh1,i une0412 pe1222tite,412," soeur0412 qui a, dixhuit0411 ans.",Tournai
1033,btanh1,pe1222tite0412 soeur,412," qui a, dixhuit0411 ans.",Tournai
1034,btanh1,0412 j'ai une0412 pe,1222,"tite0412 soeur0412 qui a, dixhuit0411 ans.",Tournai
1035,btanh1,'ai une0412 j'ai une,412," pe1222tite0412 soeur0412 qui a, dixhuit0411 ans.",Tournai
1036,btanh1,BT: Euh j'ai une,412," j'ai une0412 pe1222tite0412 soeur0412 qui a, dix",Tournai
1037,btanh1, enfin moi je1112 me,112, suis fait bien engueule.,Tournai
1038,btanh1, en disant ben si je,112, suis la.,Tournai
1039,btanh1,"BT: Et, enfin moi je",1112, me0112 suis fait bien engueule.,Tournai
1040,btanh1,rti de0112 l'armoire,411, en disant ben si je0112 suis la.,Tournai
1041,btanh1,je0112 suis sorti de,112, l'armoire0411 en disant ben si je0112 suis la.,Tournai
1042,btanh1,s la et puis moi je,112, suis sorti de0112 l'armoire0411 en disant ben si,Tournai
1043,btanh1,it euh et Nicolas il,411, est pas la et puis moi je0112 suis sorti de0112,Tournai
1044,btanh1,it ma place0412 vide,411, et il dit euh et Nicolas il0411 est pas la et pu,Tournai
1045,btanh1,dit il voit ma place,412, vide0411 et il dit euh et Nicolas il0411 est pas,Tournai
1046,btanh1,is) j'etais toujour,411,s et puis euh il dit il voit ma place0412 vide0411,Tournai
1047,btanh1,ne0412 de122miheure,412, (puis) j'etais toujour0411s et puis euh il dit i,Tournai
1048,btanh1,312td'heure0411 une,412, de122miheure0412 (puis) j'etais toujour0411s et,Tournai
1049,btanh1,412s pendant un quar,312,td'heure0411 une0412 de122miheure0412 (puis) j',Tournai
1050,btanh1,un quar0312td'heure,411, une0412 de122miheure0412 (puis) j'etais toujour,Tournai
1051,btanh1,e0411 a donner cour,412,s pendant un quar0312td'heure0411 une0412 de122mi,Tournai
1052,btanh1,prof0411 il commence,411, a donner cour0412s pendant un quar0312td'heure0,Tournai
1053,btanh1,lor0412s le0122 prof,411, il commence0411 a donner cour0412s pendant un qu,Tournai
1054,btanh1,BT: Et alor0412s le,122, prof0411 il commence0411 a donner cour0412s pend,Tournai
1055,btanh1,BT: Et alor,412,s le0122 prof0411 il commence0411 a donner cour04,Tournai
1056,btanh1,"que1122 le0113, prof",411, etait rentre.,Tournai
1057,btanh1,de0112 suite0412 que,1122," le0113, prof0411 etait rentre.",Tournai
1058,btanh1,suite0412 que1122 le,113,", prof0411 etait rentre.",Tournai
1059,btanh1,is tout de0112 suite,412," que1122 le0113, prof0411 etait rentre.",Tournai
1060,btanh1, pas compris tout de,112," suite0412 que1122 le0113, prof0411 etait rentre",Tournai
1061,btanh1,etait sorti directe,1322,ment puis moi j'avais pas compris tout de0112 suit,Tournai
1062,btanh1,armoire0412s puis le,112, prof0411 etait rentre et mon copain etait sort,Tournai
1063,btanh1,12s puis le0112 prof,411, etait rentre et mon copain etait sorti directe,Tournai
1064,btanh1,"ns, dans les armoire",411,s on s'etait mis dans les armoire0412s puis le011,Tournai
1065,btanh1,mis dans les armoire,412,s puis le0112 prof0411 etait rentre et mon copai,Tournai
1066,btanh1,en de0112 se1122 met,452,"tre dans, dans les armoire0411s on s'etait mis da",Tournai
1067,btanh1,vait moyen de0112 se,1122," met0452tre dans, dans les armoire0411s on s'etai",Tournai
1068,btanh1,'il y avait moyen de,112," se1122 met0452tre dans, dans les armoire0411s on",Tournai
1069,btanh1,s la classe0411 avec,411, un copain.,Tournai
1070,btanh1, on avait voulu voir,412," s'il y avait moyen de0112 se1122 met0452tre dans,",Tournai
1071,btanh1,e0412 dans la classe,411, avec0411 un copain.,Tournai
1072,btanh1,1122 prof0411 arrive,412, dans la classe0411 avec0411 un copain.,Tournai
1073,btanh1, que0112 le1122 prof,411, arrive0412 dans la classe0411 avec0411 un copain.,Tournai
1074,btanh1,421 avant que0112 le,1122, prof0411 arrive0412 dans la classe0411 avec0411 u,Tournai
1075,btanh1, juste0421 avant que,112, le1122 prof0411 arrive0412 dans la classe0411 ave,Tournai
1076,btanh1,se0413. Et euh juste,421, avant que0112 le1122 prof0411 arrive0412 dans la,Tournai
1077,btanh1,ond de0112 la classe,413,. Et euh juste0421 avant que0112 le1122 prof0411 a,Tournai
1078,btanh1, dans le0112 fond de,112, la classe0413. Et euh juste0421 avant que0112 le1,Tournai
1079,btanh1,armoire0412s dans le,112, fond de0112 la classe0413. Et euh juste0421 avant,Tournai
1080,btanh1, y avait des armoire,412,s dans le0112 fond de0112 la classe0413. Et euh ju,Tournai
1081,btanh1,ixiame0412 primaire,411, il y avait des armoire0412s dans le0112 fond de01,Tournai
1082,btanh1,j'etais en sixiame,412, primaire0411 il y avait des armoire0412s dans le0,Tournai
1083,btanh1, si vous leur0412 de,1222,"mandez (X), (X) j'etais en sixiame0412 primaire0",Tournai
1084,btanh1,en primaire0411 avec,412," moi euh vont raconter si vous, si vous leur0412 d",Tournai
1085,btanh1,"i vous, si vous leur",412," de1222mandez (X), (X) j'etais en sixiame0412 pr",Tournai
1086,btanh1,etaient en primaire,411," avec0412 moi euh vont raconter si vous, si vous l",Tournai
1087,btanh1,22 tout le0112 monde,412, ra/ tout ceux qui etaient en primaire0411 avec04,Tournai
1088,btanh1,0412 que1122 tout le,112, monde0412 ra/ tout ceux qui etaient en primaire0,Tournai
1089,btanh1,t l'anecdote0412 que,1122, tout le0112 monde0412 ra/ tout ceux qui etaient,Tournai
1090,btanh1,ixiame0412 primaire,413,0,Tournai
1091,btanh1,BT: C'est l'anecdote,412, que1122 tout le0112 monde0412 ra/ tout ceux qui,Tournai
1092,btanh1,j'etais en sixiame,412, primaire0413.,Tournai
1093,btanh1,> En primaire0412 je,1122, ne0112 pa/ quand j'etais en sixiame0412 primai,Tournai
1094,btanh1,imaire0412 je1122 ne,112, pa/ quand j'etais en sixiame0412 primaire0413.,Tournai
1095,btanh1,mporte.> En primaire,412, je1122 ne0112 pa/ quand j'etais en sixiame0412,Tournai
1096,btanh1,ou en se0212condaire,411, (ou). En primaire0412 je1122 n,Tournai
1097,btanh1,rimaire0411 ou en se,212,condaire0411 (ou). En primaire0,Tournai
1098,btanh1,ofs ou.> un des prof,413,s euh.,Tournai
1099,btanh1,BT: En primaire,411, ou en se0212condaire0411 (ou).,Tournai
1100,btanh1,te0411 (XXXXXX). Sur,411, un des prof0413s euh.,Tournai
1101,btanh1, Pe1232tite anecdote,411, (XXXXXX). Sur0411 un de,Tournai
1102,btanh1,BT: Pe,1232,tite anecdote0411 (XXXXXX). Sur0411,Tournai
1103,btaol1," mis des, des double",1422,s commande0412s pour0414 euh la faire0412 passer a,Tournai
1104,btaol1,"tomatique0413, et il",411," avait mis des, des double1422s commande0412s pou",Tournai
1105,btaol1, une0411 automatique,413,", et il0411 avait mis des, des double1422s comman",Tournai
1106,btaol1,", enfin c'etait une",411," automatique0413, et il0411 avait mis des, des do",Tournai
1107,btaol1,e). C'est la voiture,412," du patron il avait mis des, enfin c'etait une041",Tournai
1108,btaol1,jaking0411 aussi une,412, fois euh.,Tournai
1109,btaol1,s enfin c'etait une,412, B.M. cabriolet aussi (rire). C'est la voiture0412,Tournai
1110,btaol1,n a eu un carjaking,411, aussi une0412 fois euh.,Tournai
1111,btaol1,414 euh enfin encore,411, ici recemment on a eu un carjaking0411 aussi un,Tournai
1112,btaol1,cambrioles plein de,112, fois euh a l'autoecole0414 euh enfin encore041,Tournai
1113,btaol1,euh a l'autoecole,414, euh enfin encore0411 ici recemment on a eu un ca,Tournai
1114,btaol1,vraiment tras dange,312,"reux, on a deja ete cambrioles plein de0112 f",Tournai
1115,btaol1,'est frontalier donc,412," c'est vraiment tras dange0312reux, on a deja",Tournai
1116,btaol1,moi je0112 travaille,412,2 sur0412 Mouscron c'est frontalier donc0412 c'est,Tournai
1117,btaol1,2 travaille04122 sur,412, Mouscron c'est frontalier donc0412 c'est vraiment,Tournai
1118,btaol1,12s qu'il y a autour,413, euh.,Tournai
1119,btaol1,nfin Mouscron moi je,112, travaille04122 sur0412 Mouscron c'est frontalier,Tournai
1120,btaol1,les villes les ville,412,s qu'il y a autour0413 euh.,Tournai
1121,btaol1,0212garde0421s un pe,212,tit peu les villes les ville0412s qu'il y a autour,Tournai
1122,btaol1,quand tu re0212garde,421,s un pe0212tit peu les villes les ville0412s qu'il,Tournai
1123,btaol1,tout aa quand tu re,212,garde0421s un pe0212tit peu les villes les ville04,Tournai
1124,btaol1, de1122 delinquance,411, et tout aa quand tu re0212garde0421s un pe0212ti,Tournai
1125,btaol1,ui est euh problame,412, de1122 delinquance0411 et tout aa quand tu re02,Tournai
1126,btaol1,euh problame0412 de,1122, delinquance0411 et tout aa quand tu re0212garde,Tournai
1127,btaol1,,112, qui est euh problame0412 de1122 delinquance0411,Tournai
1128,btaol1,312ment euh c'est le,112, paradis quoi m.,Tournai
1129,btaol1,a autour0412 franche,312,ment euh c'est le0112 paradis quoi m.,Tournai
1130,btaol1,12s qu'il y a autour,412, franche0312ment euh c'est le0112 paradis quoi m.,Tournai
1131,btaol1,de2424 euh les ville,412,s qu'il y a autour0412 franche0312ment euh c'est l,Tournai
1132,btaol1,d je0112 re1222garde,2424, euh les ville0412s qu'il y a autour0412 franche03,Tournai
1133,btaol1,ben surtout quand je,112, re1222garde2424 euh les ville0412s qu'il y a auto,Tournai
1134,btaol1,tout quand je0112 re,1222,garde2424 euh les ville0412s qu'il y a autour0412,Tournai
1135,btaol1,,212,tit peu plus0412 quoi (silence).,Tournai
1136,btaol1,n pe0212tit peu plus,412, quoi (silence).,Tournai
1137,btaol1,ence0411 a s'ouvrir,411, un pe0212tit peu plus0412 quoi (silence).,Tournai
1138,btaol1,va elle0412 commence,411, a s'ouvrir0411 un pe0212tit peu plus0412 quoi (,Tournai
1139,btaol1,52tenant aa va elle,412, commence0411 a s'ouvrir0411 un pe0212tit peu plu,Tournai
1140,btaol1,e0412 quoi mais main,352,tenant aa va elle0412 commence0411 a s'ouvrir041,Tournai
1141,btaol1, son pe0212tit monde,412, quoi mais main0352tenant aa va elle0412 commence,Tournai
1142,btaol1,"sez euh, dans son pe",212,tit monde0412 quoi mais main0352tenant aa va elle,Tournai
1143,btaol1,412 parlait pas elle,411," etait assez euh, dans son pe0212tit monde0412 qu",Tournai
1144,btaol1,BT: Au debut elle,412," parlait pas elle0411 etait assez euh, dans son p",Tournai
1145,btaol1,2tenant je1112 s/ je,132, pense0412 que1122 aa va quoi.,Tournai
1146,btaol1,je0132 pense0412 que,1122, aa va quoi.,Tournai
1147,btaol1,1112 s/ je0132 pense,412, que1122 aa va quoi.,Tournai
1148,btaol1,s) main0352tenant je,1112, s/ je0132 pense0412 que1122 aa va quoi.,Tournai
1149,btaol1,t de0112 temps) main,352,tenant je1112 s/ je0132 pense0412 que1122 aa va q,Tournai
1150,btaol1, pendant (un bout de,112, temps) main0352tenant je1112 s/ je0132 pense0412,Tournai
1151,btaol1,ais que1114 euh elle,411, a da aller la,Tournai
1152,btaol1,Mais je0112 sais que,1114, euh elle0411 a da aller la,Tournai
1153,btaol1,is pas quoi. Mais je,112, sais que1114 euh elle0411 a da aller la,Tournai
1154,btaol1,e0412 aa euh moi je,1112, sais pas quoi. Mais je0112 sais que1114 euh elle0,Tournai
1155,btaol1,BT: comme,412, aa euh moi je1112 sais pas quoi. Mais je0112 sai,Tournai
1156,btaol1,ou quelque0412 chose,412, [kEkSoz].>,Tournai
1157,btaol1,aule0411s ou quelque,412, chose0412 [kEkSoz].>,Tournai
1158,btaol1,je1132 r/ sur0412 le,122, coin un peu plus loin quand tu s/.,Tournai
1159,btaol1, C'est pas les Saule,411,s ou quelque0412 chose0412 [kEkSoz].>,Tournai
1160,btaol1,on euh je1132 r/ sur,412, le0122 coin un peu plus loin quand tu s/.,Tournai
1161,btaol1,"non, non, non euh je",1132, r/ sur0412 le0122 coin un peu plus loin quand tu,Tournai
1162,btaol1,enfants a problame,413,"s non, non, non, non euh je1132 r/ sur0412 le0122",Tournai
1163,btaol1,0411 ou quoi ou pour,414, euh pf les enfants a problame041,Tournai
1164,btaol1,icapes je0112 pense,411, ou quoi ou pour0414 euh pf les enf,Tournai
1165,btaol1,r0411 handicapes je,112, pense0411 ou quoi ou pour0414 euh pf les,Tournai
1166,btaol1,l y a une0411 ecole,413, euh.,Tournai
1167,btaol1,BT: Pour,411, handicapes je0112 pense0411 ou quoi ou pour0414,Tournai
1168,btaol1,plus loin il y a une,411, ecole0413 euh.,Tournai
1169,btaol1,h ce enfin c'est (je,112," sais pas), un peu plus loin il y a une0411 ecole",Tournai
1170,btaol1,BT: Elle,411, a da aller a. Dans enfin ici pas loin la euh c,Tournai
1171,btaol1,ecole0412 quoi elle,411, avait du retar0413d euh.,Tournai
1172,btaol1,e0411 avait du retar,413,d euh.,Tournai
1173,btaol1,"ici euh, a l'ecole",412, quoi elle0411 avait du retar0413d euh.,Tournai
1174,btaol1,e0312nue habiter par,411," ici euh, a l'ecole0412 quoi elle0411 avait du r",Tournai
1175,btaol1,lle0411 est re1212ve,312,"nue habiter par0411 ici euh, a l'ecole0412 quoi",Tournai
1176,btaol1,uand elle0411 est re,1212,"ve0312nue habiter par0411 ici euh, a l'ecole0412",Tournai
1177,btaol1,pe0212tits problame,414,s euh quand elle0411 est re1212ve0312nue habiter p,Tournai
1178,btaol1,0414s euh quand elle,411," est re1212ve0312nue habiter par0411 ici euh, a l",Tournai
1179,btaol1,a eu quelque1422s pe,212,tits problame0414s euh quand elle0411 est re1212v,Tournai
1180,btaol1,uh il y a eu quelque,1422,s pe0212tits problame0414s euh quand elle0411 est,Tournai
1181,btaol1,BT: Donc,414, euh il y a eu quelque1422s pe0212tits problame04,Tournai
1182,btaol1,"e0423, donc0411 elle",411, allait a la maternelle0411 en flamand.,Tournai
1183,btaol1,ait a la maternelle,411, en flamand.,Tournai
1184,btaol1,"T: Flandre0423, donc",411, elle0411 allait a la maternelle0411 en flamand.,Tournai
1185,btaol1,parlait a son pare,411, en anglais.,Tournai
1186,btaol1,BT: Flandre,423,", donc0411 elle0411 allait a la maternelle0411 en",Tournai
1187,btaol1," franaais, sa mare",412, parlait a son pare0411 en anglais.,Tournai
1188,btaol1,a mare0414 euh donc,412," forcement lui parlait en franaais, sa mare0412",Tournai
1189,btaol1,"se0413, euh sa mare",414," euh donc0412 forcement lui parlait en franaais,",Tournai
1190,btaol1,22 bon. Le1132 pare,411," il parlait pas franaais il parlait russe0413, eu",Tournai
1191,btaol1,ais il parlait russe,413,", euh sa mare0414 euh donc0412 forcement lui par",Tournai
1192,btaol1,0322 que1422 bon. Le,1132, pare0411 il parlait pas franaais il parlait rus,Tournai
1193,btaol1,e0412s parce0322 que,1422, bon. Le1132 pare0411 il parlait pas franaais il,Tournai
1194,btaol1,412 de1122 problame,412,s parce0322 que1422 bon. Le1132 pare0411 il parla,Tournai
1195,btaol1,problame0412s parce,322, que1422 bon. Le1132 pare0411 il parlait pas fran,Tournai
1196,btaol1,u hum pas mal0412 de,1122, problame0412s parce0322 que1422 bon. Le1132 par,Tournai
1197,btaol1,avait eu hum pas mal,412, de1122 problame0412s parce0322 que1422 bon. Le11,Tournai
1198,btaol1,BT: Ouais enfin elle,411, avait eu hum pas mal0412 de1122 problame0412s pa,Tournai
1199,btaol1,11 ans euh ouais six,411, ans.,Tournai
1200,btaol1, ans.> euh ouais six,411, ans euh ouais six0411 ans.,Tournai
1201,btaol1,onc0414 euh boh cinq,413,", euh ouais six0411 ans euh ouais si",Tournai
1202,btaol1,te0412 cinq0412 donc,414," euh boh cinq0413, euh ouais six0411",Tournai
1203,btaol1, en nonante0412 cinq,412," donc0414 euh boh cinq0413, euh ouai",Tournai
1204,btaol1, est nee en nonante,412," cinq0412 donc0414 euh boh cinq0413,",Tournai
1205,btaol1,BT: euh ben elle,411, est nee en nonante0412 cinq0412 donc0414 euh boh,Tournai
1206,btaol1,"4 euh, ouais mois de",112, septembre (non code). Ouais.,Tournai
1207,btaol1,ois de0112 septembre,424," euh, ouais mois de0112 septembre (non code). Oua",Tournai
1208,btaol1, c'etait au mois de,112," septembre0424 euh, ouais mois de0112 septembre (n",Tournai
1209,btaol1,"s, (mais bon) pf. Le",132, temps il passe0411 hein.,Tournai
1210,btaol1,e0132 temps il passe,411, hein.,Tournai
1211,btaol1,qu'elle0411 est avec,411," hein aa fait un an. Ouais, (mais bon) pf. Le013",Tournai
1212,btaol1,nt longtemps qu'elle,411," est avec0411 hein aa fait un an. Ouais, (mais b",Tournai
1213,btaol1,i aa fait pas telle,312,ment longtemps qu'elle0411 est avec0411 hein aa f,Tournai
1214,btaol1,p je0112 l'ai vu que,112, deux trois fois et.,Tournai
